id,label
0,"10,64,93"
1,"3,17,71"
2,"3,53,170"
3,"0,216,8"
4,"10,220,145"
5,"206,0,8"
6,"40,145,44"
7,"3,21,40"
8,"49,24,23"
9,"3,21,200"
10,"59,0,24"
11,"146,145,502"
12,"169,170,337"
13,"271,0"
14,"23,38,74"
15,"23,38,74"
16,"10,44,64"
17,"3,147,148"
18,"10,93,64"
19,"220,10"
20,"181,145,40"
21,"26,0,23"
22,"6,5,133"
23,"40,160,315"
24,"10,0,216"
25,"40,131"
26,"3,21,40"
27,"10,93,64"
28,"3,17"
29,"20,3,13"
30,"23,24,43"
31,"3,15,147"
32,"40,131"
33,"23,26,0"
34,"220,10"
35,"3,21,200"
36,"3,21,133"
37,"10,11,69"
38,"4,3,435"
39,"40,41,3"
40,"26,23,89"
41,"3,21,5"
42,"135,40,138"
43,"0,271,218"
44,"72,44,10"
45,"40,250,128"
46,"3,17,21"
47,"10,234,60"
48,"40,128,186"
49,"10,23,24"
50,"38,23,0"
51,"3,147,148"
52,"220,145,10"
53,"3,147,148"
54,"3,435,4"
55,"40,41,3"
56,"10,64,11"
57,"23,74,38"
58,"23,118,231"
59,"3,21,28"
60,"147,509,11"
61,"10,64"
62,"0,271"
63,"3,200,21"
64,"0,3,208"
65,"3,21,200"
66,"40,131,134"
67,"169,199,170"
68,"3,17,18"
69,"3,15,200"
70,"10,64"
71,"10,64"
72,"40,41,224"
73,"40,3,41"
74,"220,10"
75,"0,265,271"
76,"3,199,187"
77,"0,271,26"
78,"23,49,24"
79,"220,10"
80,"10,93,64"
81,"40,3,17"
82,"72,10,44"
83,"169,296,306"
84,"24,49,23"
85,"23,38,63"
86,"40,131"
87,"40,41,21"
88,"0,26,216"
89,"3,200,21"
90,"24,10,145"
91,"220,10"
92,"0,216,235"
93,"4,3,435"
94,"40,23,131"
95,"40,131,145"
96,"49,23,24"
97,"40,131,41"
98,"145,402,40"
99,"23,26,38"
100,"231,26,23"
101,"23,38,24"
102,"49,24,23"
103,"156,225,3"
104,"23,38,10"
105,"0,8,346"
106,"3,148,15"
107,"49,24,23"
108,"0,271,216"
109,"0,206,8"
110,"3,5,133"
111,"199,169,38"
112,"3,4,435"
113,"3,187,15"
114,"10,220"
115,"199,169"
116,"0,3,216"
117,"10,220,0"
118,"40,23,146"
119,"3,21,148"
120,"147,3,148"
121,"0,218,3"
122,"10,11,69"
123,"40,41,224"
124,"3,4,200"
125,"3,21,148"
126,"10,229,0"
127,"23,38,40"
128,"0,271,216"
129,"0,59,218"
130,"10,40,64"
131,"169,199,251"
132,"23,38,24"
133,"40,21,3"
134,"3,28,148"
135,"40,145,44"
136,"0,271,216"
137,"402,40,145"
138,"0,265,271"
139,"171,170,169"
140,"40,23,41"
141,"3,111,200"
142,"169,199,170"
143,"3,301,21"
144,"72,44,145"
145,"10,44,72"
146,"4,3,7"
147,"8,405,0"
148,"10,64"
149,"160,40,196"
150,"23,135,295"
151,"38,63,23"
152,"4,435,3"
153,"0,271,265"
154,"199,169,40"
155,"26,0,231"
156,"40,131"
157,"145,44,23"
158,"40,128,41"
159,"169,199,0"
160,"38,23,26"
161,"38,23,82"
162,"40,241,131"
163,"3,21,200"
164,"0,271,291"
165,"0,128,40"
166,"10,64,11"
167,"10,64,93"
168,"44,45,145"
169,"40,128,41"
170,"0,216,170"
171,"3,148,147"
172,"26,23,0"
173,"3,4"
174,"199,169,40"
175,"40,26,0"
176,"10,64"
177,"38,23,82"
178,"3,21,5"
179,"26,0,8"
180,"3,21,200"
181,"3,23,148"
182,"0,265,340"
183,"3,148,147"
184,"40,0,128"
185,"49,23,24"
186,"0,271,211"
187,"135,40,236"
188,"10,64,44"
189,"169,199,170"
190,"199,169"
191,"199,169,259"
192,"40,169,26"
193,"84,88,23"
194,"169,345,199"
195,"199,169,431"
196,"145,44,10"
197,"3,147,148"
198,"40,131"
199,"0,271,10"
200,"24,23,43"
201,"23,24,43"
202,"3,23,200"
203,"3,4,435"
204,"199,169,426"
205,"199,169,251"
206,"24,23,43"
207,"38,23"
208,"10,24,23"
209,"10,64"
210,"188,15,218"
211,"235,0,8"
212,"0,271,265"
213,"3,68,200"
214,"0,49,23"
215,"24,23,181"
216,"32,23,31"
217,"23,38,74"
218,"3,21,127"
219,"40,160"
220,"38,23"
221,"0,271,216"
222,"3,4,435"
223,"199,169"
224,"160,40,302"
225,"3,13,21"
226,"10,64,44"
227,"10,64,93"
228,"5,6,133"
229,"3,17,21"
230,"145,402,44"
231,"3,0,147"
232,"26,0,23"
233,"3,0,328"
234,"40,145,146"
235,"40,131,134"
236,"23,169,170"
237,"199,169"
238,"402,220,40"
239,"43,24,23"
240,"0,26,271"
241,"0,271"
242,"494,40,184"
243,"40,131,134"
244,"0,271,216"
245,"0,40,455"
246,"234,10,60"
247,"199,169,40"
248,"3,17,200"
249,"129,128,40"
250,"38,23,24"
251,"220,10"
252,"147,3,148"
253,"3,21,17"
254,"23,38,24"
255,"26,23,0"
256,"3,21,148"
257,"3,13,21"
258,"128,40,129"
259,"44,145,45"
260,"10,64,93"
261,"4,3,435"
262,"10,93,64"
263,"3,147,148"
264,"3,21,40"
265,"3,21,200"
266,"23,38,345"
267,"23,38,74"
268,"10,93,64"
269,"40,160,135"
270,"3,21,200"
271,"40,131,134"
272,"49,23,24"
273,"23,38,24"
274,"44,145,10"
275,"10,64"
276,"32,23,31"
277,"3,21,200"
278,"118,74,23"
279,"40,131"
280,"38,23,63"
281,"10,220"
282,"0,271,265"
283,"3,21,40"
284,"3,74,41"
285,"3,4,435"
286,"10,64,145"
287,"0,216,271"
288,"10,64,93"
289,"26,23,0"
290,"0,313,271"
291,"43,24,23"
292,"44,10,145"
293,"49,169,24"
294,"3,200,21"
295,"40,128,160"
296,"40,41,128"
297,"40,135,189"
298,"169,199,170"
299,"3,17,200"
300,"3,15,16"
301,"170,169,3"
302,"23,71,38"
303,"3,148,147"
304,"169,0,170"
305,"0,271,216"
306,"23,38,74"
307,"26,89,0"
308,"10,64"
309,"40,74,23"
310,"0,271,216"
311,"3,21,17"
312,"3,21,200"
313,"49,23,24"
314,"3,17"
315,"0,271,216"
316,"23,38,40"
317,"3,5,133"
318,"23,74,38"
319,"169,426,199"
320,"0,211,279"
321,"40,131,128"
322,"74,23,40"
323,"3,148,147"
324,"160,40,315"
325,"40,131,23"
326,"3,28,364"
327,"431,199,135"
328,"43,24,23"
329,"0,169,199"
330,"23,24,43"
331,"129,128,40"
332,"0,211,216"
333,"3,123,111"
334,"0,271,366"
335,"3,21,10"
336,"23,24,43"
337,"3,187,17"
338,"3,21,200"
339,"3,147,148"
340,"10,220"
341,"147,3,148"
342,"40,128,129"
343,"3,5,6"
344,"40,131,250"
345,"40,145,44"
346,"169,296,460"
347,"10,220"
348,"3,148,188"
349,"296,169,10"
350,"10,11,69"
351,"23,74,38"
352,"296,169"
353,"0,10,26"
354,"3,21,200"
355,"145,40,402"
356,"38,23,26"
357,"31,40,426"
358,"0,271,8"
359,"10,64,448"
360,"23,38,40"
361,"145,44,40"
362,"3,21,200"
363,"170,169,40"
364,"169,426,508"
365,"0,271,216"
366,"0,23,38"
367,"0,26,216"
368,"38,23,74"
369,"199,431,169"
370,"3,4,148"
371,"43,24,23"
372,"23,74,118"
373,"40,131"
374,"206,0,8"
375,"145,44,402"
376,"169,199,170"
377,"3,48,81"
378,"40,41,224"
379,"31,23,169"
380,"3,40,148"
381,"199,169,3"
382,"169,170,199"
383,"169,199,170"
384,"17,3,10"
385,"220,10"
386,"220,10"
387,"23,38,74"
388,"0,211,216"
389,"3,200,21"
390,"220,10"
391,"40,23,24"
392,"0,216,271"
393,"10,64"
394,"10,220,59"
395,"3,111,68"
396,"309,48,38"
397,"3,21,148"
398,"337,169,71"
399,"170,169"
400,"44,145,45"
401,"199,169,170"
402,"3,147,148"
403,"0,271,216"
404,"3,21,200"
405,"0,235,8"
406,"3,21,148"
407,"40,131,193"
408,"3,187,21"
409,"199,3,169"
410,"21,3,41"
411,"15,3,16"
412,"49,23,24"
413,"169,199"
414,"0,206,8"
415,"40,131"
416,"0,26,38"
417,"220,10"
418,"40,131,31"
419,"23,74,118"
420,"169,170,199"
421,"220,10"
422,"370,0,216"
423,"23,74,38"
424,"0,26,313"
425,"0,271,211"
426,"296,169,0"
427,"24,23,43"
428,"145,40,25"
429,"199,169"
430,"128,129,40"
431,"26,0,23"
432,"10,72,44"
433,"10,145,402"
434,"234,10,60"
435,"41,40,3"
436,"0,216,279"
437,"10,220"
438,"40,128,250"
439,"169,337,339"
440,"32,296,169"
441,"10,220,59"
442,"3,17,15"
443,"169,170,199"
444,"0,216,370"
445,"3,4,435"
446,"0,265,271"
447,"0,216,218"
448,"10,64,93"
449,"128,129,40"
450,"271,0"
451,"0,216,354"
452,"296,169,306"
453,"160,40,302"
454,"74,23,3"
455,"199,169"
456,"40,131,193"
457,"10,64,220"
458,"3,147,148"
459,"40,3,241"
460,"0,8,271"
461,"170,169,3"
462,"23,10,24"
463,"40,184,3"
464,"0,211,265"
465,"0,216,271"
466,"26,23,350"
467,"402,145,40"
468,"10,11,44"
469,"3,200,187"
470,"170,169,171"
471,"0,271"
472,"10,93,64"
473,"0,279,249"
474,"26,350,23"
475,"0,271,10"
476,"0,23,38"
477,"199,169,71"
478,"40,3,41"
479,"199,169"
480,"40,107,23"
481,"44,145,10"
482,"40,131"
483,"0,38,220"
484,"3,21,200"
485,"0,8,206"
486,"10,64"
487,"0,211,216"
488,"23,74,38"
489,"40,315,160"
490,"10,64"
491,"23,74,40"
492,"10,93,64"
493,"0,218,265"
494,"40,41,3"
495,"0,271,216"
496,"40,41,118"
497,"10,220,24"
498,"0,8,206"
499,"10,145,38"
500,"199,3,169"
501,"3,147,148"
502,"23,49,24"
503,"10,64"
504,"17,3,18"
505,"40,131,128"
506,"10,93,64"
507,"199,431,169"
508,"3,21,148"
509,"199,169,3"
510,"10,93,64"
511,"40,128,186"
512,"0,271,26"
513,"181,145,61"
514,"3,111,435"
515,"40,128,41"
516,"3,17,187"
517,"181,145,32"
518,"199,3,169"
519,"3,15"
520,"10,220,0"
521,"0,211,271"
522,"145,402,40"
523,"40,131"
524,"32,23,31"
525,"231,26,23"
526,"23,74,38"
527,"40,131,134"
528,"296,169"
529,"38,23"
530,"10,24,64"
531,"10,220"
532,"44,145,45"
533,"0,279,249"
534,"169,199,170"
535,"23,26,38"
536,"3,147,148"
537,"0,206,8"
538,"145,40,44"
539,"3,148,147"
540,"0,235,8"
541,"38,23"
542,"23,26,38"
543,"3,4"
544,"40,41,3"
545,"40,23,38"
546,"10,64"
547,"23,118,74"
548,"3,15,16"
549,"10,24,49"
550,"138,135,40"
551,"0,3,206"
552,"40,3,128"
553,"220,10"
554,"10,44,72"
555,"10,181,24"
556,"10,181,43"
557,"26,38,23"
558,"10,64,93"
559,"40,129,128"
560,"220,10"
561,"0,265,271"
562,"220,10"
563,"10,0,40"
564,"3,21,200"
565,"181,145,32"
566,"0,346,313"
567,"370,0,216"
568,"23,118,74"
569,"10,11,44"
570,"10,239,49"
571,"23,40,74"
572,"3,21,200"
573,"10,64,93"
574,"10,11,64"
575,"40,41,3"
576,"10,64,93"
577,"10,40,93"
578,"3,147,148"
579,"10,44,11"
580,"38,309,23"
581,"3,21,40"
582,"0,218,271"
583,"3,200,21"
584,"170,169,171"
585,"0,8,206"
586,"220,10"
587,"147,3,148"
588,"23,32,31"
589,"3,21,301"
590,"38,23,26"
591,"10,64"
592,"169,170,171"
593,"145,44,23"
594,"220,10"
595,"135,236,40"
596,"23,38,63"
597,"0,206,8"
598,"3,200,21"
599,"38,23,74"
600,"23,74,38"
601,"40,131,23"
602,"5,3,6"
603,"49,23,0"
604,"3,4,435"
605,"0,271,8"
606,"40,160"
607,"147,3,148"
608,"0,366,271"
609,"23,24,169"
610,"24,43,23"
611,"26,231,23"
612,"24,10,0"
613,"3,21,133"
614,"128,129,40"
615,"0,255,280"
616,"40,145,10"
617,"290,3,23"
618,"49,23,24"
619,"199,169,40"
620,"0,26,271"
621,"26,0,231"
622,"3,40,21"
623,"3,21,40"
624,"3,100,367"
625,"0,313,271"
626,"199,169"
627,"40,10,414"
628,"145,402,40"
629,"4,3"
630,"328,31,10"
631,"206,0,8"
632,"169,199,170"
633,"40,169,170"
634,"0,271,216"
635,"23,38,26"
636,"40,135,236"
637,"3,21,40"
638,"40,160,315"
639,"0,271"
640,"23,74,38"
641,"0,206,8"
642,"40,135,236"
643,"40,131,41"
644,"3,21,40"
645,"26,23,38"
646,"3,147,148"
647,"23,31,328"
648,"3,4,435"
649,"169,199,251"
650,"10,23,38"
651,"23,26,24"
652,"10,290,11"
653,"40,160,315"
654,"31,169,0"
655,"40,131,241"
656,"3,21,200"
657,"0,206,8"
658,"3,133,200"
659,"3,13,40"
660,"40,131"
661,"0,169,216"
662,"3,21,0"
663,"43,24,181"
664,"10,11,69"
665,"43,23,24"
666,"10,64,93"
667,"31,23,169"
668,"0,26,8"
669,"0,38,23"
670,"23,38,24"
671,"145,44,23"
672,"10,220"
673,"199,169,223"
674,"40,135,241"
675,"147,3,225"
676,"10,44,145"
677,"3,17,200"
678,"3,21,148"
679,"220,10"
680,"0,8,206"
681,"40,131,134"
682,"10,64,221"
683,"23,74,38"
684,"23,74,38"
685,"3,21,200"
686,"402,40,145"
687,"169,199"
688,"169,199,23"
689,"10,220"
690,"3,21,148"
691,"40,38,169"
692,"3,200,53"
693,"10,93,64"
694,"0,206,8"
695,"38,23"
696,"71,23,38"
697,"15,3,16"
698,"3,200,148"
699,"40,131,128"
700,"17,3,18"
701,"38,23,10"
702,"23,38,74"
703,"23,38,40"
704,"23,38,74"
705,"135,138,40"
706,"128,40,129"
707,"40,41,224"
708,"0,8,327"
709,"24,49,23"
710,"3,17,21"
711,"23,40,74"
712,"15,3,16"
713,"0,211,212"
714,"309,169,48"
715,"49,23,24"
716,"3,147,148"
717,"3,4,435"
718,"3,21,40"
719,"23,74,38"
720,"3,147,148"
721,"10,72,44"
722,"3,21,148"
723,"3,148,147"
724,"3,5,133"
725,"43,24,23"
726,"3,170,169"
727,"0,8,271"
728,"199,169,10"
729,"40,41,224"
730,"169,199"
731,"169,170,405"
732,"3,17,200"
733,"44,145,45"
734,"199,169"
735,"199,169,0"
736,"10,93,64"
737,"199,169,259"
738,"10,11,489"
739,"0,8,346"
740,"23,38,26"
741,"0,271"
742,"3,4,200"
743,"10,23,24"
744,"40,0,145"
745,"3,4,435"
746,"10,23,62"
747,"31,328,258"
748,"3,199,169"
749,"44,145,10"
750,"40,41,21"
751,"24,43,23"
752,"3,111,123"
753,"170,169"
754,"169,170,337"
755,"181,145,43"
756,"145,44,40"
757,"40,250,135"
758,"3,15,16"
759,"169,170,337"
760,"169,170,296"
