id,label
0,"10,64,80"
1,"3,17,18"
2,"3,300,53"
3,"0,216"
4,"10,220,44"
5,"206,0,8"
6,"40,10,44"
7,"3,21"
8,"49,23,24"
9,"3,21"
10,"0,265,349"
11,"146,38,145"
12,"169,337,170"
13,"271,456,0"
14,"23,38,74"
15,"38,23"
16,"10,80,64"
17,"3,21,200"
18,"10,64,93"
19,"10,220,221"
20,"323,181,43"
21,"26,0,23"
22,"5,6,3"
23,"315,160,40"
24,"0,10,216"
25,"40,131,406"
26,"3,21,200"
27,"10,93,64"
28,"3,17,18"
29,"13,3,14"
30,"43,23,24"
31,"3,147,53"
32,"40,131,406"
33,"23,26,38"
34,"220,10,221"
35,"3,21,200"
36,"3,85,21"
37,"10,11,69"
38,"4,3,435"
39,"40,241,139"
40,"26,23,231"
41,"3,21,5"
42,"138,135,40"
43,"0,271,218"
44,"10,11,12"
45,"40,162,163"
46,"3,17,21"
47,"10,234,11"
48,"40,128,186"
49,"10,234,48"
50,"38,23,82"
51,"3,21,148"
52,"10,220,402"
53,"3,53,430"
54,"3,182,435"
55,"21,3,40"
56,"10,64,11"
57,"23,3,96"
58,"23,118,74"
59,"3,21,28"
60,"11,10,13"
61,"448,80,10"
62,"271,0,456"
63,"3,21,200"
64,"0,3,13"
65,"3,21,22"
66,"40,131,134"
67,"199,323,169"
68,"3,17,18"
69,"3,187,34"
70,"10,64,80"
71,"10,448,64"
72,"40,41,224"
73,"3,21,40"
74,"220,10,221"
75,"0,265,216"
76,"3,187,21"
77,"346,0,313"
78,"23,49,24"
79,"220,10,221"
80,"10,64,93"
81,"40,3,17"
82,"10,11,12"
83,"296,306,169"
84,"24,49,60"
85,"23,38,63"
86,"40,131,406"
87,"40,21,3"
88,"0,26,346"
89,"3,21,200"
90,"10,24,43"
91,"220,10,221"
92,"0,216,235"
93,"4,3,435"
94,"40,23,241"
95,"40,131,145"
96,"49,23,24"
97,"40,131,241"
98,"402,145,10"
99,"26,308,0"
100,"231,26,23"
101,"23,38,105"
102,"49,24,23"
103,"225,3,156"
104,"23,10,38"
105,"0,8,346"
106,"3,10,21"
107,"49,24,10"
108,"0,216,271"
109,"0,206,8"
110,"3,21,5"
111,"199,169,38"
112,"3,4,435"
113,"3,187,34"
114,"10,220,221"
115,"199,169,281"
116,"0,3,21"
117,"10,220,221"
118,"40,146,23"
119,"3,21,187"
120,"3,147,148"
121,"0,265,3"
122,"11,10,69"
123,"40,41,224"
124,"3,4,53"
125,"3,21,187"
126,"230,229,10"
127,"38,23,10"
128,"0,271,216"
129,"0,265,349"
130,"10,40,64"
131,"169,199,251"
132,"38,23,24"
133,"3,21,40"
134,"3,28,21"
135,"44,40,73"
136,"0,271,456"
137,"402,40,145"
138,"0,265,271"
139,"171,170,169"
140,"40,21,23"
141,"3,111,21"
142,"169,199,170"
143,"3,21,301"
144,"10,72,44"
145,"10,11,221"
146,"4,3,7"
147,"274,169,8"
148,"448,10,80"
149,"160,315,40"
150,"295,23,40"
151,"63,38,23"
152,"4,435,3"
153,"0,271,265"
154,"199,169,259"
155,"0,231,26"
156,"40,131,241"
157,"44,10,73"
158,"40,128,41"
159,"169,199,0"
160,"8,308,0"
161,"38,82,23"
162,"241,40,131"
163,"3,21,200"
164,"0,291,271"
165,"0,128,271"
166,"10,64,11"
167,"10,64,93"
168,"44,10,45"
169,"40,128,41"
170,"0,170,3"
171,"3,21,200"
172,"0,23,26"
173,"4,3,19"
174,"199,169,40"
175,"26,0,40"
176,"10,80,448"
177,"38,82,23"
178,"3,21,200"
179,"26,308,0"
180,"3,21"
181,"3,21,53"
182,"0,265,340"
183,"3,21,200"
184,"40,0,3"
185,"49,23,24"
186,"0,271,372"
187,"40,135,236"
188,"10,64,448"
189,"169,199,251"
190,"199,169,323"
191,"259,199,169"
192,"40,26,169"
193,"23,38,84"
194,"0,271,169"
195,"199,431,169"
196,"402,10,44"
197,"3,21,148"
198,"40,131"
199,"0,271,8"
200,"24,23,43"
201,"43,24,23"
202,"3,53,200"
203,"3,4,435"
204,"199,169,323"
205,"199,169,251"
206,"43,24,23"
207,"38,23,74"
208,"10,64,24"
209,"10,448,64"
210,"188,3,0"
211,"0,235,8"
212,"0,271,265"
213,"3,182,68"
214,"0,49,23"
215,"43,24,23"
216,"32,23,31"
217,"23,38,74"
218,"3,21,187"
219,"160,40,315"
220,"38,23,39"
221,"0,271"
222,"3,4,435"
223,"199,169,281"
224,"160,315,40"
225,"204,3,13"
226,"10,64,448"
227,"10,64,93"
228,"5,6,331"
229,"3,21,17"
230,"402,145,44"
231,"3,21,0"
232,"26,231,23"
233,"3,0,216"
234,"40,145,146"
235,"40,131,134"
236,"53,23,459"
237,"199,169"
238,"402,220,40"
239,"43,24,23"
240,"0,346,313"
241,"0,271,456"
242,"494,40,184"
243,"40,131"
244,"271,0"
245,"0,216,436"
246,"234,10,60"
247,"199,169,40"
248,"3,17,21"
249,"129,128,40"
250,"38,10,23"
251,"220,10,221"
252,"3,147,148"
253,"3,21,17"
254,"23,38,137"
255,"26,23,0"
256,"3,21,148"
257,"204,3,13"
258,"128,129,40"
259,"44,10,45"
260,"64,10,80"
261,"4,3,7"
262,"10,93,64"
263,"147,3,148"
264,"3,21,187"
265,"3,21,200"
266,"38,23,309"
267,"38,23,241"
268,"10,64,93"
269,"40,160,334"
270,"3,21,200"
271,"40,131,134"
272,"49,23,24"
273,"38,23,24"
274,"10,44,45"
275,"448,80,10"
276,"32,23,31"
277,"3,21,200"
278,"118,74,23"
279,"40,131,406"
280,"38,23,63"
281,"10,220,221"
282,"0,265,271"
283,"3,21,187"
284,"3,85,86"
285,"4,3,435"
286,"448,10,80"
287,"0,271,216"
288,"10,64,80"
289,"26,23,0"
290,"0,271,313"
291,"43,24,23"
292,"10,44,11"
293,"169,49,0"
294,"3,21,200"
295,"40,160,128"
296,"40,41,21"
297,"40,135,189"
298,"169,199,337"
299,"3,17,21"
300,"3,15,16"
301,"3,170,169"
302,"23,71,38"
303,"3,21,148"
304,"169,0,170"
305,"0,271"
306,"23,71,40"
307,"26,0,89"
308,"10,80,448"
309,"40,139,131"
310,"0,271,216"
311,"3,187,21"
312,"3,21"
313,"23,49,38"
314,"3,17,18"
315,"0,271"
316,"40,241,23"
317,"3,21,5"
318,"23,74,38"
319,"169,199,426"
320,"0,211,216"
321,"40,131,241"
322,"40,10,234"
323,"3,111,53"
324,"160,40,315"
325,"40,131,406"
326,"28,3,301"
327,"431,135,40"
328,"43,24,23"
329,"0,169,216"
330,"23,43,24"
331,"129,128,40"
332,"0,216,211"
333,"3,123,111"
334,"0,271,366"
335,"3,21,13"
336,"43,24,23"
337,"187,3,34"
338,"3,21,200"
339,"3,147,148"
340,"10,220,221"
341,"147,148,3"
342,"128,129,40"
343,"3,5,331"
344,"40,241,131"
345,"40,402,145"
346,"169,296,300"
347,"10,220,221"
348,"3,188,21"
349,"296,300,169"
350,"10,11,69"
351,"74,23,40"
352,"296,169,411"
353,"0,10,8"
354,"3,21,13"
355,"402,44,10"
356,"38,23,26"
357,"31,40,258"
358,"0,271,8"
359,"448,10,80"
360,"23,38,31"
361,"10,44,402"
362,"3,21,200"
363,"170,169,241"
364,"169,426,199"
365,"0,271,291"
366,"0,8,26"
367,"0,216,26"
368,"38,23,137"
369,"431,199,169"
370,"3,4,200"
371,"43,24,23"
372,"118,74,23"
373,"40,131,406"
374,"206,369,0"
375,"10,44,402"
376,"169,199,170"
377,"48,81,3"
378,"224,41,40"
379,"31,96,23"
380,"3,40,21"
381,"3,169,199"
382,"169,170,199"
383,"199,169,170"
384,"17,3,18"
385,"220,10,221"
386,"10,220,221"
387,"23,38,74"
388,"0,211,216"
389,"3,21,200"
390,"220,10,221"
391,"10,40,221"
392,"0,216,271"
393,"10,64,80"
394,"10,265,220"
395,"3,182,21"
396,"38,309,23"
397,"3,21"
398,"337,169,339"
399,"170,169,199"
400,"44,45,10"
401,"199,169,259"
402,"3,21,148"
403,"0,271,216"
404,"3,21,53"
405,"0,235,8"
406,"3,21"
407,"40,131,193"
408,"3,187,34"
409,"3,21,182"
410,"21,3"
411,"15,16,3"
412,"49,23,24"
413,"199,169,259"
414,"206,0,8"
415,"40,131,406"
416,"0,26,38"
417,"220,10,221"
418,"40,131,31"
419,"23,74,38"
420,"169,170,199"
421,"220,10,221"
422,"0,370,271"
423,"23,74,303"
424,"346,0,313"
425,"0,1,271"
426,"296,169,0"
427,"43,23,24"
428,"145,40,10"
429,"199,169,40"
430,"129,128,40"
431,"0,26,350"
432,"10,11,12"
433,"448,10,80"
434,"234,10,60"
435,"3,21,41"
436,"0,216,279"
437,"10,220,221"
438,"40,128,162"
439,"337,169,339"
440,"32,300,296"
441,"10,265,220"
442,"3,17,15"
443,"169,417,170"
444,"0,216,271"
445,"3,4,435"
446,"0,265,340"
447,"0,216,265"
448,"10,64,80"
449,"129,128,40"
450,"271,0,456"
451,"0,216,354"
452,"296,169,306"
453,"160,315,40"
454,"74,3,23"
455,"199,281,169"
456,"40,193,241"
457,"10,80,448"
458,"3,147,148"
459,"40,3,241"
460,"0,271,355"
461,"170,169,3"
462,"10,23,71"
463,"184,40,185"
464,"0,265,271"
465,"0,271,216"
466,"26,350,23"
467,"402,0,145"
468,"10,11,69"
469,"3,187,21"
470,"171,169,170"
471,"271,0"
472,"10,93,64"
473,"0,216,279"
474,"26,350,23"
475,"0,265,271"
476,"0,23,26"
477,"199,169,71"
