id,label
0,"10,64,93"
1,"3,17,71"
2,"53,3,287"
3,"0,216,8"
4,"10,220,44"
5,"206,8,0"
6,"10,44,40"
7,"21,3,42"
8,"49,24,23"
9,"3,21"
10,"0,10,265"
11,"146,145,502"
12,"169,170,337"
13,"271,0"
14,"23,74,38"
15,"23,38,10"
16,"10,44,64"
17,"3,200,148"
18,"10,93,64"
19,"10,220"
20,"181,43,323"
21,"26,0,23"
22,"5,6,133"
23,"40,160,315"
24,"0,10,216"
25,"40,131"
26,"3,21,40"
27,"10,93,64"
28,"3,17"
29,"13,3,20"
30,"23,24,43"
31,"3,147,15"
32,"40,131"
33,"23,26,0"
34,"220,10"
35,"3,21,200"
36,"3,21,133"
37,"10,11,69"
38,"4,3,435"
39,"40,3,41"
40,"26,89,23"
41,"3,21,5"
42,"135,40,138"
43,"0,271,218"
44,"10,11,12"
45,"40,250,162"
46,"3,17,21"
47,"10,234,11"
48,"40,128,186"
49,"10,23,234"
50,"38,23,82"
51,"3,147,148"
52,"10,220,44"
53,"3,147,148"
54,"3,435,4"
55,"40,21,3"
56,"10,64,11"
57,"23,74,38"
58,"23,26,231"
59,"3,28,21"
60,"11,509,10"
61,"10,64"
62,"0,271"
63,"3,200,21"
64,"0,3,271"
65,"3,21,200"
66,"40,131,134"
67,"169,199,170"
68,"3,17,18"
69,"3,15,187"
70,"10,64"
71,"10,64,448"
72,"40,41,224"
73,"40,3,41"
74,"220,10"
75,"0,265,216"
76,"3,187,199"
77,"0,26,313"
78,"23,49,24"
79,"220,10"
80,"10,64,93"
81,"40,3,17"
82,"10,11"
83,"296,169,306"
84,"24,49,23"
85,"23,38,63"
86,"40,131"
87,"40,41,21"
88,"26,0,23"
89,"3,200,21"
90,"24,10,23"
91,"220,10"
92,"0,216,235"
93,"4,435,3"
94,"40,131,23"
95,"40,131,145"
96,"49,23,24"
97,"40,131,135"
98,"10,402,145"
99,"26,23,38"
100,"231,26,23"
101,"23,24,38"
102,"49,24,23"
103,"156,225,3"
104,"10,23,38"
105,"0,346,313"
106,"3,21,147"
107,"49,24,23"
108,"0,271,211"
109,"0,8,206"
110,"3,5,133"
111,"199,169,38"
112,"3,4,435"
113,"3,187,15"
114,"10,220"
115,"199,169"
116,"0,3,313"
117,"10,220,0"
118,"40,146,23"
119,"3,21,187"
120,"147,3,148"
121,"0,218,265"
122,"10,11,69"
123,"40,41,224"
124,"3,4,53"
125,"3,21,200"
126,"229,10,0"
127,"38,23,10"
128,"0,271,216"
129,"0,265,218"
130,"10,40,64"
131,"169,199,251"
132,"38,23,10"
133,"40,3,21"
134,"3,28,21"
135,"44,10,40"
136,"0,271,216"
137,"402,145,40"
138,"0,265,271"
139,"171,170,169"
140,"40,23,41"
141,"3,111,200"
142,"169,199,170"
143,"3,301,21"
144,"10,72,44"
145,"10,11,221"
146,"4,3"
147,"8,0,405"
148,"10,64,448"
149,"160,40,196"
150,"23,135,295"
151,"38,63,23"
152,"4,435,3"
153,"0,271,265"
154,"199,169,40"
155,"26,231,0"
156,"40,131"
157,"10,44,45"
158,"40,128,41"
159,"169,199,0"
160,"38,23,26"
161,"38,23,82"
162,"40,241,131"
163,"3,21,200"
164,"0,271,291"
165,"0,128,40"
166,"10,64,11"
167,"10,64,93"
168,"10,44,45"
169,"40,128,41"
170,"0,216,170"
171,"3,21,148"
172,"26,23,0"
173,"4,3"
174,"199,169,40"
175,"26,40,231"
176,"10,64"
177,"38,23,82"
178,"3,21,5"
179,"26,0,89"
180,"3,21,200"
181,"3,23,21"
182,"0,265,340"
183,"3,21,148"
184,"40,0,128"
185,"49,23,24"
186,"0,271,211"
187,"135,40,236"
188,"10,64,44"
189,"169,199,170"
190,"199,169"
191,"199,169,259"
192,"40,26,169"
193,"23,38,84"
194,"0,345,169"
195,"199,169,431"
196,"10,44,402"
197,"3,147,148"
198,"40,131"
199,"0,271,10"
200,"24,23,43"
201,"43,24,23"
202,"3,23,200"
203,"3,4,435"
204,"199,169,426"
205,"199,169,251"
206,"24,43,23"
207,"23,38"
208,"10,24,64"
209,"10,64"
210,"188,15,457"
211,"235,8,0"
212,"0,265,216"
213,"3,200,68"
214,"0,49,23"
215,"24,43,23"
216,"32,23,31"
217,"23,74,38"
218,"3,21,187"
219,"160,40"
220,"38,23"
221,"0,271,216"
222,"3,4,435"
223,"199,169"
224,"160,40,302"
225,"3,13,21"
226,"10,64,24"
227,"10,64,93"
228,"5,6,133"
229,"3,21,17"
230,"10,44,402"
231,"3,0,147"
232,"26,23,231"
233,"3,0,21"
234,"40,145,146"
235,"40,131,134"
236,"23,74,287"
237,"199,169"
238,"402,220,40"
239,"43,24,23"
240,"0,26,313"
241,"0,271"
242,"494,40,184"
243,"40,131,134"
244,"0,271,216"
245,"0,40,216"
246,"10,234,60"
247,"199,169,93"
248,"3,17,21"
249,"129,128,40"
250,"38,10,23"
251,"220,10"
252,"3,147,148"
253,"3,21,17"
254,"23,38,24"
255,"26,23,0"
256,"3,21,148"
257,"3,13,21"
258,"128,40,129"
259,"10,44,45"
260,"64,10,93"
261,"4,3,7"
262,"10,93,64"
263,"3,147,148"
264,"3,21,40"
265,"3,21,200"
266,"23,38,309"
267,"23,38,74"
268,"10,93,64"
269,"40,160"
270,"3,21,200"
271,"40,131,134"
272,"49,23,24"
273,"38,23,24"
274,"10,44,45"
275,"10,64,448"
276,"32,23,31"
277,"3,21,200"
278,"118,23,74"
279,"40,131"
280,"38,23,63"
281,"10,220"
282,"0,271,265"
283,"3,21,40"
284,"3,41,74"
285,"4,3,435"
286,"10,64"
287,"0,271,216"
288,"10,64,93"
289,"26,23,0"
290,"0,313,271"
291,"43,24,23"
292,"10,44,11"
293,"49,24,169"
294,"3,21,200"
295,"40,128,41"
296,"40,41,135"
297,"40,135,189"
298,"169,199"
299,"3,17,21"
300,"3,15,16"
301,"170,169,3"
302,"23,71,38"
303,"3,148,21"
304,"169,0,170"
305,"0,271"
306,"23,74,38"
307,"26,89,0"
308,"10,64"
309,"40,3,131"
310,"0,271,216"
311,"3,34,21"
312,"3,21,200"
313,"49,23,38"
314,"3,17"
315,"0,271,216"
316,"23,40,38"
317,"3,5,133"
318,"23,74,3"
319,"169,426,199"
320,"0,211,279"
321,"40,131,128"
322,"74,271,23"
323,"3,148,200"
324,"160,40,315"
325,"40,131,23"
326,"28,3,364"
327,"431,199,135"
328,"43,24,23"
329,"0,169,199"
330,"23,24,43"
331,"129,128,40"
332,"0,211,212"
333,"3,123,111"
334,"0,271,366"
335,"3,21,13"
336,"24,43,23"
337,"3,187,34"
338,"3,21,200"
339,"3,147,148"
340,"10,220"
341,"147,3,148"
342,"128,40,129"
343,"3,5,6"
344,"40,250,131"
345,"44,40,10"
346,"169,296,460"
347,"10,220"
348,"3,188,148"
349,"296,169,300"
350,"10,11,69"
351,"74,23,40"
352,"296,169"
353,"0,10,26"
354,"3,21,200"
355,"44,10,370"
356,"38,23,26"
357,"31,426,40"
358,"0,271,8"
359,"10,64,448"
360,"23,40,38"
361,"10,44,220"
362,"3,21,200"
363,"170,169,199"
364,"169,426,508"
365,"0,271,216"
366,"0,8,38"
367,"0,216,26"
368,"38,23,74"
369,"199,431,169"
370,"3,4,435"
371,"43,24,23"
372,"23,74,118"
373,"40,131"
374,"206,8,0"
375,"10,44,45"
376,"169,170,199"
377,"81,48,3"
378,"41,40,224"
379,"31,23,96"
380,"3,40,21"
381,"199,169,3"
382,"169,199,170"
383,"169,199,170"
384,"17,3,10"
385,"220,10"
386,"10,220"
387,"23,74,38"
388,"0,211,212"
389,"3,200,21"
390,"220,10"
391,"10,23,24"
392,"0,216,271"
393,"10,64,11"
394,"10,220,0"
395,"3,111,21"
396,"309,38,40"
397,"3,21,200"
398,"337,169,339"
399,"170,169"
400,"44,10,45"
401,"199,169,170"
402,"3,147,148"
403,"0,271,216"
404,"3,21,200"
405,"0,235,8"
406,"3,21,148"
407,"40,131,193"
408,"3,187,21"
409,"3,199,169"
410,"21,3,41"
411,"15,3,16"
412,"49,23,24"
413,"199,169"
414,"0,206,8"
415,"40,131"
416,"0,26,23"
417,"220,10"
418,"40,131,478"
419,"23,74,38"
420,"169,170,199"
421,"220,10"
422,"370,0,216"
423,"74,23,38"
424,"0,313,346"
425,"0,271,363"
426,"296,169,0"
427,"24,23,43"
428,"10,40,145"
429,"199,169"
430,"128,129,40"
431,"26,0,23"
432,"10,11,12"
433,"10,64,402"
434,"234,10,60"
435,"41,40,3"
436,"0,216,279"
437,"10,220"
438,"40,128,250"
439,"337,169,339"
440,"296,32,386"
441,"10,220,0"
442,"3,17,15"
443,"169,170,199"
444,"0,216,370"
445,"3,4,435"
446,"0,265,271"
447,"0,216,10"
448,"10,64,93"
449,"128,129,40"
450,"271,0,429"
451,"0,216,354"
452,"296,169,306"
453,"160,40,302"
454,"74,23,3"
455,"199,169"
456,"40,193,131"
457,"10,64,220"
458,"3,147,148"
459,"40,3,241"
460,"0,8,271"
461,"170,169,3"
462,"10,23,24"
463,"40,184,3"
464,"0,211,271"
465,"0,271,216"
466,"26,23,350"
467,"402,145,40"
468,"10,11,44"
469,"3,187,21"
470,"171,169,170"
471,"0,271"
472,"10,93,64"
473,"0,279,249"
474,"26,350,23"
475,"0,271,10"
476,"0,23,38"
477,"199,169,71"
478,"40,41,3"
479,"199,169"
480,"107,40,23"
481,"10,44,45"
482,"40,131"
483,"0,10,38"
484,"3,21,200"
485,"0,8,206"
486,"10,64"
487,"0,211,216"
488,"23,74,165"
489,"40,160,315"
490,"10,64"
491,"74,23,303"
492,"10,93,64"
493,"0,218,265"
494,"40,41,3"
495,"0,271,216"
496,"40,135,41"
497,"10,24,220"
498,"0,8,206"
499,"10,38,145"
500,"3,199,169"
501,"3,147,148"
502,"49,23,24"
503,"10,64"
504,"17,3,18"
505,"40,131,128"
506,"10,93,64"
507,"199,431,135"
508,"3,21,148"
509,"3,199,169"
510,"10,93,64"
511,"40,128,186"
512,"0,271,26"
513,"43,24,181"
514,"3,111,435"
515,"40,128,186"
516,"3,17,187"
517,"181,32,24"
518,"199,3,21"
519,"15,3"
520,"10,220,0"
521,"0,211,271"
522,"402,145,10"
523,"40,131"
524,"32,23,31"
525,"231,26,23"
526,"74,23,38"
527,"40,134,131"
528,"296,169"
529,"38,23,74"
530,"10,24,64"
531,"10,220"
532,"44,10,45"
533,"0,279,249"
534,"169,199,337"
535,"26,23,38"
536,"3,147,148"
537,"0,206,8"
538,"10,40,145"
539,"3,148,200"
540,"0,235,8"
541,"38,23"
542,"26,23,38"
543,"3,4"
544,"40,41,3"
545,"40,23,38"
546,"10,64"
547,"23,74,118"
548,"3,15,16"
549,"10,239,24"
550,"138,135,40"
551,"0,3,206"
552,"40,3,128"
553,"220,10"
554,"10,11"
555,"10,181,23"
556,"10,43,24"
557,"26,38,23"
558,"10,93,64"
559,"40,129,128"
560,"220,10"
561,"0,265,271"
562,"220,10"
563,"10,11,0"
564,"3,21,200"
565,"181,32,43"
566,"346,0,313"
567,"370,10,216"
568,"23,118,74"
569,"10,11,44"
570,"10,239,64"
571,"40,175,23"
572,"3,21,200"
573,"10,64,93"
574,"10,64,11"
575,"40,21,3"
576,"10,64,93"
577,"10,93,64"
578,"3,21,147"
579,"10,44,11"
580,"38,309,23"
581,"3,21,41"
582,"0,218,475"
583,"3,200,21"
584,"170,169,171"
585,"0,8,206"
586,"220,10"
587,"147,3,148"
588,"23,31,32"
589,"3,21,301"
590,"23,38,26"
591,"10,64"
592,"170,169,171"
593,"10,44,24"
594,"10,220"
595,"135,236,40"
596,"23,63,38"
597,"0,206,8"
598,"3,200,21"
599,"38,23,74"
600,"23,74,38"
601,"40,131,23"
602,"3,5,6"
603,"49,0,23"
604,"3,4,435"
605,"0,271,8"
606,"40,160"
607,"3,147,148"
608,"0,366,271"
609,"23,24,74"
610,"43,24,23"
611,"26,231,23"
612,"10,0,265"
613,"3,21,133"
614,"128,129,40"
615,"0,271,265"
616,"10,44,220"
617,"290,31,23"
618,"49,23,24"
619,"199,169,431"
620,"26,0,350"
621,"26,0,231"
622,"3,21,40"
623,"3,21,40"
624,"3,100,367"
625,"0,313,346"
626,"199,169"
627,"40,10,134"
628,"402,10,44"
629,"3,4,435"
630,"328,31,40"
631,"206,8,0"
632,"199,169,170"
633,"169,199,40"
634,"0,271,218"
635,"23,38,26"
636,"40,135,236"
637,"3,21,40"
638,"40,160,315"
639,"0,271"
640,"74,23,38"
641,"0,206,8"
642,"40,135,236"
643,"40,131,41"
644,"3,21,199"
645,"26,23,38"
646,"3,147,148"
647,"31,23,328"
648,"4,3,435"
649,"169,199,251"
650,"10,23,54"
651,"26,23,89"
652,"10,290,11"
653,"40,160,315"
654,"31,0,23"
655,"40,131,241"
656,"3,21,200"
657,"0,206,8"
658,"3,133,200"
659,"3,13,40"
660,"40,131"
661,"0,216,31"
662,"3,21,0"
663,"43,24,23"
664,"10,11"
665,"43,24,23"
666,"10,64,93"
667,"31,23,169"
668,"0,26,216"
669,"0,38,23"
670,"23,38,49"
671,"10,44,23"
672,"220,10,0"
673,"199,169,223"
674,"40,241,131"
675,"147,3,225"
676,"10,44,45"
677,"3,17,200"
678,"3,21,148"
679,"220,10"
680,"0,8,206"
681,"40,131,134"
682,"10,64,11"
683,"74,23,165"
684,"23,74,38"
685,"3,21,200"
686,"402,40,145"
687,"199,169"
688,"169,199,23"
689,"220,10"
690,"3,21,523"
691,"40,169,199"
692,"3,200,53"
693,"10,93,64"
694,"206,0,8"
695,"38,23,82"
696,"71,38,23"
697,"15,3,16"
698,"3,200,15"
699,"40,131,128"
700,"17,3,18"
701,"10,38,24"
702,"23,38,74"
703,"23,38,10"
704,"23,38,74"
705,"135,40,138"
706,"40,128,129"
707,"40,41,224"
708,"0,8,327"
709,"24,23,49"
710,"3,17,21"
711,"23,74,40"
712,"15,16,3"
713,"0,211,212"
714,"309,38,169"
715,"49,23,24"
716,"3,147,148"
717,"3,4,435"
718,"3,21,40"
719,"23,38,74"
720,"3,147,148"
721,"10,11,12"
722,"3,21,187"
723,"3,148,147"
724,"3,5,133"
725,"43,24,23"
726,"3,170,169"
727,"0,8,271"
728,"199,169,10"
729,"40,41,224"
730,"199,169"
731,"169,170,8"
732,"3,17,200"
733,"10,44,45"
734,"199,169"
735,"199,169,0"
736,"10,93,64"
737,"199,169,259"
738,"10,11"
739,"346,0,313"
740,"23,38,26"
741,"0,271"
742,"3,4,200"
743,"10,24,23"
744,"40,402,145"
745,"3,4,435"
746,"23,10,62"
747,"31,328,96"
748,"3,199,169"
749,"10,44,45"
750,"40,41,21"
751,"43,24,23"
752,"3,111,123"
753,"170,169"
754,"169,170,337"
755,"181,43,24"
756,"10,44,45"
757,"250,40,38"
758,"15,3,16"
759,"169,170,337"
760,"169,170,296"
