id,label
0,"10,64,93"
1,"3,17,18"
2,"202,3,169"
3,"0,216"
4,"10,220,145"
5,"206,8,0"
6,"40,145,44"
7,"3,21,40"
8,"49,23,24"
9,"3,21,200"
10,"0,10,11"
11,"146,145,502"
12,"169,170,199"
13,"271,0"
14,"23,38,74"
15,"23,38"
16,"10,44,64"
17,"3,200,148"
18,"10,64,93"
19,"10,220"
20,"181,40,145"
21,"26,23,0"
22,"5,6,3"
23,"40,160,315"
24,"10,0,216"
25,"40,131,159"
26,"3,21,40"
27,"10,93,64"
28,"3,17,18"
29,"3,13,20"
30,"23,24,43"
31,"3,15,148"
32,"40,131"
33,"23,26,38"
34,"220,10"
35,"3,21,200"
36,"3,21,40"
37,"10,11,69"
38,"4,3"
39,"40,3,41"
40,"26,23,89"
41,"3,21,5"
42,"135,40,138"
43,"0,218,271"
44,"72,44,10"
45,"40,250,128"
46,"3,17,21"
47,"10,234,221"
48,"40,128,186"
49,"10,234,24"
50,"38,23,82"
51,"3,148,147"
52,"10,220,145"
53,"3,62,148"
54,"3,4,435"
55,"40,3,21"
56,"10,64,11"
57,"23,74,38"
58,"23,118,231"
59,"3,28,21"
60,"11,3,509"
61,"10,64,448"
62,"0,271"
63,"3,200,21"
64,"0,3,218"
65,"3,21,200"
66,"40,131,134"
67,"169,170,199"
68,"3,17,18"
69,"3,187,200"
70,"10,64,93"
71,"10,64,448"
72,"40,41,224"
73,"40,3,21"
74,"220,10"
75,"0,265,216"
76,"3,187,21"
77,"0,271,26"
78,"23,49,24"
79,"220,10"
80,"10,64,93"
81,"40,3,17"
82,"72,44,10"
83,"296,306,169"
84,"24,23,49"
85,"23,38,63"
86,"40,131"
87,"40,41,21"
88,"26,0,23"
89,"3,200,21"
90,"10,24,23"
91,"220,10"
92,"0,216,257"
93,"4,3,7"
94,"40,23,131"
95,"40,131,145"
96,"49,23,24"
97,"40,131,135"
98,"145,10,402"
99,"23,26,38"
100,"231,26,23"
101,"23,24,38"
102,"49,24,23"
103,"225,156,3"
104,"23,38,10"
105,"0,8,313"
106,"3,148,40"
107,"49,24,10"
108,"0,216,271"
109,"0,8,206"
110,"3,5,21"
111,"199,169,38"
112,"3,4"
113,"3,187,15"
114,"10,220"
115,"199,169"
116,"0,3,313"
117,"10,220,0"
118,"40,23,146"
119,"3,21,187"
120,"3,147,148"
121,"0,3,265"
122,"10,11,69"
123,"40,41,224"
124,"3,4,200"
125,"3,21,200"
126,"10,229,0"
127,"38,23,40"
128,"0,271,216"
129,"0,218,265"
130,"10,40,64"
131,"169,199,251"
132,"23,38,24"
133,"40,3,21"
134,"3,28,21"
135,"145,44,40"
136,"0,271,216"
137,"402,40,145"
138,"0,265,271"
139,"171,170,169"
140,"40,23,38"
141,"3,111,21"
142,"169,199,170"
143,"3,21,200"
144,"72,44,145"
145,"10,44,72"
146,"4,3,7"
147,"8,0,405"
148,"10,64,448"
149,"160,40,196"
150,"23,40,295"
151,"38,63,23"
152,"4,3,7"
153,"0,271,265"
154,"199,169,17"
155,"0,26,231"
156,"40,131"
157,"44,145,23"
158,"40,128,41"
159,"169,199,0"
160,"38,23,26"
161,"38,23,82"
162,"40,250,131"
163,"3,21,200"
164,"0,271,216"
165,"0,128,40"
166,"10,64,11"
167,"10,64,93"
168,"44,45,145"
169,"40,128,41"
170,"0,216,170"
171,"3,21,148"
172,"23,26,38"
173,"4,3,7"
174,"199,40,169"
175,"26,40,0"
176,"10,64"
177,"38,23,82"
178,"3,21,200"
179,"26,0,23"
180,"3,21,200"
181,"3,21,148"
182,"0,10,265"
183,"3,21,148"
184,"40,0,3"
185,"49,23,24"
186,"0,271,216"
187,"135,40,236"
188,"10,64,44"
189,"169,199,170"
190,"199,169,170"
191,"199,169,259"
192,"169,40,26"
193,"38,84,23"
194,"169,345,199"
195,"199,431,169"
196,"145,10,44"
197,"3,148,147"
198,"40,131"
199,"0,271,10"
200,"24,23,10"
201,"24,23,43"
202,"3,23,200"
203,"3,4"
204,"169,199,170"
205,"199,169,251"
206,"24,23,43"
207,"38,23"
208,"10,23,24"
209,"10,64,448"
210,"188,15,3"
211,"0,8,235"
212,"0,216,265"
213,"3,200,4"
214,"0,49,23"
215,"24,181,23"
216,"32,23,31"
217,"23,38,74"
218,"3,21,187"
219,"40,160"
220,"38,23"
221,"0,271,216"
222,"3,4"
223,"199,169"
224,"160,40,315"
225,"3,21,40"
226,"10,64,44"
227,"10,64,93"
228,"5,6,331"
229,"3,17,21"
230,"145,402,44"
231,"3,0,21"
232,"26,23,0"
233,"3,0,21"
234,"40,145,146"
235,"40,131,134"
236,"23,169,74"
237,"199,169"
238,"402,220,10"
239,"24,23,43"
240,"0,26,313"
241,"0,271,216"
242,"494,40,184"
243,"40,131,134"
244,"0,271,216"
245,"0,40,159"
246,"234,10,60"
247,"199,169,40"
248,"3,17,200"
249,"129,128,40"
250,"38,23,24"
251,"220,10"
252,"3,147,148"
253,"3,21,17"
254,"23,38,24"
255,"23,26,38"
256,"3,21,148"
257,"3,21,40"
258,"40,128,129"
259,"44,145,10"
260,"10,64,93"
261,"4,3,7"
262,"10,93,64"
263,"3,147,148"
264,"3,21,40"
265,"3,21,200"
266,"23,38,345"
267,"38,23,74"
268,"10,93,64"
269,"40,160,135"
270,"3,21,200"
271,"40,131,134"
272,"49,23,24"
273,"38,23,24"
274,"44,10,145"
275,"10,64,448"
276,"32,23,31"
277,"3,21,200"
278,"118,23,74"
279,"40,131,142"
280,"38,23,63"
281,"10,220"
282,"0,271,265"
283,"3,21,40"
284,"3,41,200"
285,"4,3"
286,"10,64,448"
287,"0,216,271"
288,"10,64,93"
289,"23,26,38"
290,"0,313,216"
291,"24,43,23"
292,"44,10,11"
293,"49,169,24"
294,"3,21,200"
295,"40,128,160"
296,"40,41,3"
297,"40,135,189"
298,"169,199,170"
299,"3,17,21"
300,"3,15,16"
301,"170,169,3"
302,"23,38,71"
303,"3,148,21"
304,"169,170,0"
305,"0,271,216"
306,"23,38,74"
307,"26,89,0"
308,"10,64"
309,"40,3,131"
310,"0,271,216"
311,"3,21,187"
312,"3,21,200"
313,"49,23,38"
314,"3,17,18"
315,"0,271,216"
316,"23,38,40"
317,"3,5,21"
318,"23,74,38"
319,"169,199,170"
320,"0,211,279"
321,"40,131,128"
322,"40,271,10"
323,"3,148,147"
324,"160,40,315"
325,"40,131,23"
326,"3,28,40"
327,"431,135,40"
328,"24,43,23"
329,"169,0,199"
330,"23,24,43"
331,"129,128,40"
332,"0,211,216"
333,"3,123,111"
334,"0,271,366"
335,"3,21,10"
336,"23,24,43"
337,"3,187,17"
338,"3,21,200"
339,"3,147,148"
340,"10,220,221"
341,"147,3,148"
342,"40,128,129"
343,"3,5,4"
344,"40,131,250"
345,"40,145,44"
346,"169,296,460"
347,"10,220,221"
348,"3,188,4"
349,"296,169,10"
350,"10,11,69"
351,"23,74,38"
352,"296,169"
353,"0,23,26"
354,"3,21,200"
355,"145,402,44"
356,"38,23"
357,"31,40,10"
358,"0,271,8"
359,"10,64,448"
360,"23,38,40"
361,"145,40,44"
362,"3,21,200"
363,"170,169,40"
364,"169,426,199"
365,"0,271,216"
366,"0,38,23"
367,"0,26,216"
368,"38,23,74"
369,"199,431,169"
370,"3,4"
371,"24,23,43"
372,"23,74,118"
373,"40,131"
374,"206,8,0"
375,"145,44,10"
376,"169,170,199"
377,"48,3,21"
378,"40,41,224"
379,"31,23,169"
380,"3,40,4"
381,"3,169,199"
382,"169,170,199"
383,"169,199,170"
384,"17,3,18"
385,"220,10"
386,"220,10"
387,"23,74,38"
388,"0,211,216"
389,"3,200,21"
390,"220,10"
391,"10,23,40"
392,"0,216,271"
393,"10,64,11"
394,"10,220,11"
395,"3,111,21"
396,"48,40,3"
397,"3,21,200"
398,"337,169,71"
399,"170,169"
400,"44,145,40"
401,"199,169,170"
402,"3,147,148"
403,"0,271,216"
404,"3,21,200"
405,"0,8,235"
406,"3,21,148"
407,"40,131,193"
408,"3,187,21"
409,"3,187,21"
410,"3,21"
411,"15,3,16"
412,"49,23,24"
413,"169,199"
414,"0,206,8"
415,"40,131"
416,"0,38,26"
417,"220,10"
418,"40,31,131"
